review,date,Marca,Produto,loja,estrelas,gptpt,descricaoGptpt,url
Exelente.,2023-10-20,Budweiser,Budweiser,Mercado Livre,4.8,1,"A avaliação é claramente positiva ao utilizar a palavra excelente, indicando uma opinião favorável em relação ao produto.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB24206840?noIndex=true&access=view_all&modal=true&controlled=true
Tudo certinho!.,2024-01-15,Budweiser,Budweiser,Mercado Livre,4.8,0,"A avaliação Tudo certinho! não expressa uma opinião clara positiva ou negativa sobre o produto Budweiser. Portanto, é classificada como neutra.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB24206840?noIndex=true&access=view_all&modal=true&controlled=true
Pedi zero e mandaram com álcool.,2023-11-13,Budweiser,Budweiser,Mercado Livre,4.8,-1,"A avaliação é claramente negativa, pois indica que o produto recebido não correspondeu ao pedido feito, o que é uma experiência ruim para o consumidor.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB24206840?noIndex=true&access=view_all&modal=true&controlled=true
Ótimo.,2023-09-29,Budweiser,Budweiser,Mercado Livre,4.8,1,"A avaliação é claramente positiva ao utilizar a palavra ótimo, indicando uma opinião favorável em relação ao produto Budweiser.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB24206840?noIndex=true&access=view_all&modal=true&controlled=true
"Gostei demais, eu recomendo muito.",2023-12-14,Budweiser,Budweiser,Mercado Livre,4.8,1,"A avaliação expressa claramente uma opinião positiva ao afirmar que a pessoa gostou muito e recomenda o produto. Não há indícios de ironia, sarcasmo ou polarity shift, sendo uma avaliação genuinamente positiva.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB24206840?noIndex=true&access=view_all&modal=true&controlled=true
Gostei muito.,2024-05-19,Budweiser,Budweiser,Mercado Livre,4.8,1,A avaliação expressa claramente uma opinião positiva ao afirmar que a pessoa gostou muito do produto.,https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB24206840?noIndex=true&access=view_all&modal=true&controlled=true
Muito bom.,2023-09-16,Budweiser,Budweiser,Mercado Livre,4.8,1,"A avaliação é claramente positiva ao afirmar que o produto é muito bom. Não há sarcasmo, ironia ou polarity shift, indicando uma opinião favorável em relação ao produto Budweiser.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB24206840?noIndex=true&access=view_all&modal=true&controlled=true
Muito bom.,2023-11-22,Budweiser,Budweiser,Mercado Livre,4.8,1,"A avaliação é claramente positiva ao afirmar que o produto é muito bom. Não há indicações de sarcasmo, ironia ou polarity shift, sendo uma opinião direta e positiva sobre o produto Budweiser.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB24206840?noIndex=true&access=view_all&modal=true&controlled=true
Excelente preço.,2024-07-25,Budweiser,Budweiser,Mercado Livre,4.8,1,"A avaliação descreve o preço como excelente, o que é claramente positivo e favorável ao produto Budweiser.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB24206840?noIndex=true&access=view_all&modal=true&controlled=true
Original.,2024-07-16,Budweiser,Budweiser,Mercado Livre,4.8,0,"A avaliação é simples e direta, apenas mencionando o nome do produto Budweiser sem expressar uma opinião positiva ou negativa.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB24206840?noIndex=true&access=view_all&modal=true&controlled=true
Como o descrito.,2024-07-06,Budweiser,Budweiser,Mercado Livre,4.8,0,"A avaliação não expressa uma opinião clara sobre o produto Budweiser, apenas descreve o que foi mencionado.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB24206840?noIndex=true&access=view_all&modal=true&controlled=true
Produto top gostei.,2024-07-03,Budweiser,Budweiser,Mercado Livre,4.8,1,"A avaliação expressa uma opinião positiva ao afirmar que o produto é top e que a pessoa gostou. Não há indicações de sarcasmo, ironia ou polarity shift, sendo uma avaliação claramente positiva.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB24206840?noIndex=true&access=view_all&modal=true&controlled=true
Recomendo.,2024-06-29,Budweiser,Budweiser,Mercado Livre,4.8,1,"A avaliação é claramente positiva, pois recomendar algo geralmente indica uma experiência satisfatória com o produto. Não há elementos que indiquem ironia, sarcasmo ou polarity shift.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB24206840?noIndex=true&access=view_all&modal=true&controlled=true
"Gostei muito,vou comprar mais vezes.",2024-06-28,Budweiser,Budweiser,Mercado Livre,4.8,1,"A avaliação expressa claramente uma opinião positiva ao afirmar que gostou muito e pretende comprar mais vezes, indicando uma experiência satisfatória com o produto Budweiser.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB24206840?noIndex=true&access=view_all&modal=true&controlled=true
Top.,2024-06-20,Budweiser,Budweiser,Mercado Livre,4.8,1,"A avaliação é curta e direta, utilizando a palavra Top para expressar uma opinião positiva sobre o produto Budweiser.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB24206840?noIndex=true&access=view_all&modal=true&controlled=true
Excelente.,2024-06-09,Budweiser,Budweiser,Mercado Livre,4.8,1,"A avaliação é claramente positiva ao utilizar a palavra excelente, indicando uma opinião favorável em relação ao produto Budweiser.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB24206840?noIndex=true&access=view_all&modal=true&controlled=true
Ótima cerveja.,2024-06-07,Budweiser,Budweiser,Mercado Livre,4.8,1,"A avaliação é claramente positiva ao descrever a cerveja como ótima, indicando uma experiência satisfatória com o produto.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB24206840?noIndex=true&access=view_all&modal=true&controlled=true
Top.,2024-05-26,Budweiser,Budweiser,Mercado Livre,4.8,1,"A avaliação é curta e direta, utilizando a palavra Top para expressar uma opinião positiva sobre o produto Budweiser.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB24206840?noIndex=true&access=view_all&modal=true&controlled=true
Bom.,2024-05-23,Budweiser,Budweiser,Mercado Livre,4.8,0,"A avaliação é neutra, pois apenas afirma bom sem fornecer detalhes adicionais que permitam classificá-la como positiva ou negativa.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB24206840?noIndex=true&access=view_all&modal=true&controlled=true
Maravilhosa de sabor.,2024-05-20,Budweiser,Budweiser,Mercado Livre,4.8,1,"A avaliação é claramente positiva ao descrever a cerveja como maravilhosa de sabor. Não há indicações de ironia, sarcasmo ou polarity shift, apenas uma opinião positiva sobre o produto.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB24206840?noIndex=true&access=view_all&modal=true&controlled=true
Gosto muito do sabor dessa cerveja 🍺 é excelente!.,2024-05-20,Budweiser,Budweiser,Mercado Livre,4.8,1,"A avaliação expressa claramente uma opinião positiva ao mencionar que gosta muito do sabor da cerveja e que a considera excelente. Não há indícios de ironia, sarcasmo ou polarity shift, apenas elogios ao produto.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB24206840?noIndex=true&access=view_all&modal=true&controlled=true
Ótimo custo-benefício.,2024-04-30,Budweiser,Budweiser,Mercado Livre,4.8,1,"A avaliação é claramente positiva ao mencionar um ótimo custo-benefício, indicando que o produto Budweiser oferece um bom valor para o consumidor.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB24206840?noIndex=true&access=view_all&modal=true&controlled=true
Gostosa de beber.,2024-04-23,Budweiser,Budweiser,Mercado Livre,4.8,1,"A avaliação é claramente positiva, pois afirma que a cerveja é gostosa de beber, o que indica uma experiência agradável com o produto.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB24206840?noIndex=true&access=view_all&modal=true&controlled=true
Uma delícia.,2024-04-22,Budweiser,Budweiser,Mercado Livre,4.8,1,"A avaliação é claramente positiva ao descrever o produto como uma delícia, indicando uma experiência agradável.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB24206840?noIndex=true&access=view_all&modal=true&controlled=true
Otimo!.,2024-04-20,Budweiser,Budweiser,Mercado Livre,4.8,1,"A avaliação é claramente positiva ao utilizar a palavra ótimo. Não há indicações de sarcasmo, ironia ou polarity shift, apenas uma opinião positiva sobre o produto.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB24206840?noIndex=true&access=view_all&modal=true&controlled=true
Muito boa ótima.,2024-04-16,Budweiser,Budweiser,Mercado Livre,4.8,0,"A avaliação contém um erro gramatical (Muito boa ótima), o que dificulta a interpretação do sentimento expresso. Portanto, não é possível classificar como positiva ou negativa.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB24206840?noIndex=true&access=view_all&modal=true&controlled=true
"Saborosa, excelente sabor!.",2024-04-12,Budweiser,Budweiser,Mercado Livre,4.8,1,"A avaliação é claramente positiva, destacando que a cerveja Budweiser é saborosa e possui um excelente sabor.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB24206840?noIndex=true&access=view_all&modal=true&controlled=true
Produto excelente.,2024-03-31,Budweiser,Budweiser,Mercado Livre,4.8,1,"A avaliação é claramente positiva ao descrever o produto como excelente, indicando uma experiência satisfatória.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB24206840?noIndex=true&access=view_all&modal=true&controlled=true
Todos os produtos muito bem embalados parabéns.,2024-03-30,Budweiser,Budweiser,Mercado Livre,4.8,1,"A avaliação elogia a embalagem dos produtos, indicando uma experiência positiva. Não há elementos que sugiram ironia, sarcasmo ou polarity shift, portanto, a classificação é positiva.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB24206840?noIndex=true&access=view_all&modal=true&controlled=true
Veio bem embalada.,2024-03-20,Budweiser,Budweiser,Mercado Livre,4.8,0,"A avaliação apenas relata que a embalagem do produto veio bem feita, sem expressar uma opinião positiva ou negativa sobre a cerveja Budweiser em si.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB24206840?noIndex=true&access=view_all&modal=true&controlled=true
Ótimo.,2024-03-19,Budweiser,Budweiser,Mercado Livre,4.8,1,"A avaliação é claramente positiva ao utilizar a palavra ótimo, indicando uma opinião favorável em relação ao produto Budweiser.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB24206840?noIndex=true&access=view_all&modal=true&controlled=true
Boa.,2024-03-15,Budweiser,Budweiser,Mercado Livre,4.8,0,"A avaliação é neutra, pois apenas afirma Boa sem fornecer detalhes adicionais que permitam classificá-la como positiva ou negativa.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB24206840?noIndex=true&access=view_all&modal=true&controlled=true
Ótimo custo benefício.,2024-03-14,Budweiser,Budweiser,Mercado Livre,4.8,1,"A avaliação é claramente positiva ao mencionar um ótimo custo benefício, indicando que o produto Budweiser oferece um bom valor para o consumidor.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB24206840?noIndex=true&access=view_all&modal=true&controlled=true
Das cervejas populares a melhor na minha opinião.,2024-03-09,Budweiser,Budweiser,Mercado Livre,4.8,1,"A avaliação é positiva, pois afirma que a Budweiser é a melhor das cervejas populares na opinião do consumidor. Isso indica uma preferência positiva pelo produto.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB24206840?noIndex=true&access=view_all&modal=true&controlled=true
Razoável.,2024-03-07,Budweiser,Budweiser,Mercado Livre,4.8,0,"A avaliação é neutra, pois o termo razoável não expressa claramente uma opinião positiva ou negativa sobre o produto Budweiser.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB24206840?noIndex=true&access=view_all&modal=true&controlled=true
Tudo perfeito.,2024-02-25,Budweiser,Budweiser,Mercado Livre,4.8,0,"A avaliação Tudo perfeito. não expressa claramente uma opinião positiva ou negativa sobre o produto Budweiser. Portanto, é classificada como neutra.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB24206840?noIndex=true&access=view_all&modal=true&controlled=true
Excelente produto.,2024-02-24,Budweiser,Budweiser,Mercado Livre,4.8,1,"A avaliação é claramente positiva ao descrever o produto como excelente. Não há indicações de sarcasmo, ironia ou polarity shift, apenas uma opinião favorável sobre o produto.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB24206840?noIndex=true&access=view_all&modal=true&controlled=true
Original e gostoso 😁😋.,2024-02-17,Budweiser,Budweiser,Mercado Livre,4.8,1,A avaliação contém emojis de sorriso e língua para expressar positividade em relação ao produto. Isso indica uma opinião favorável e uma experiência agradável com a cerveja Budweiser.,https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB24206840?noIndex=true&access=view_all&modal=true&controlled=true
"Bem embalada e toop demais o produto, recomendo.",2024-01-28,Budweiser,Budweiser,Mercado Livre,4.8,1,"A avaliação menciona que o produto está bem embalado e é toop demais, o que indica uma experiência positiva. Além disso, a recomendação reforça a avaliação positiva do produto.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB24206840?noIndex=true&access=view_all&modal=true&controlled=true
É boa tava bom o preço.,2024-01-15,Budweiser,Budweiser,Mercado Livre,4.8,0,"A avaliação menciona que a cerveja é boa e que o preço estava bom, porém não expressa claramente uma opinião positiva ou negativa. Portanto, é classificada como neutra.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB24206840?noIndex=true&access=view_all&modal=true&controlled=true
Ótima cerveja.,2024-01-07,Budweiser,Budweiser,Mercado Livre,4.8,1,"A avaliação é claramente positiva ao descrever a cerveja como ótima, indicando uma experiência satisfatória com o produto.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB24206840?noIndex=true&access=view_all&modal=true&controlled=true
Para mim que aprecio a marca ótimo.,2024-01-07,Budweiser,Budweiser,Mercado Livre,4.8,1,"A avaliação expressa uma opinião positiva ao afirmar que para a pessoa que aprecia a marca, é ótimo. Isso indica uma avaliação positiva do produto Budweiser.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB24206840?noIndex=true&access=view_all&modal=true&controlled=true
A melhor!!.,2023-12-30,Budweiser,Budweiser,Mercado Livre,4.8,1,"A avaliação é claramente positiva ao afirmar que o produto é o melhor. Não há menção a nenhum aspecto negativo, indicando uma opinião favorável em relação ao produto.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB24206840?noIndex=true&access=view_all&modal=true&controlled=true
